CMDLINE python run_sklearn.py
MEM 408.531250 1741785176.8669
MEM 640.531250 1741785177.0320
MEM 602.531250 1741785177.1925
MEM 524.531250 1741785177.4222
MEM 506.183594 1741785177.6565
MEM 738.183594 1741785177.8251
MEM 488.183594 1741785177.9969
MEM 420.183594 1741785178.2129
MEM 696.183594 1741785178.4116
MEM 408.183594 1741785178.5902
MEM 658.183594 1741785178.7822
MEM 650.183594 1741785178.9961
MEM 760.183594 1741785179.1931
MEM 548.531250 1741785179.3717
MEM 484.531250 1741785179.5553
MEM 650.531250 1741785179.7308
MEM 640.531250 1741785179.8953
MEM 724.531250 1741785180.0699
MEM 664.531250 1741785180.2323
MEM 526.531250 1741785180.4031
MEM 756.531250 1741785180.5682
MEM 408.531250 1741785180.7288
MEM 408.531250 1741785180.8883
MEM 23.945312 1741785181.0465
MEM 71.945312 1741785181.2071
MEM 130.945312 1741785181.3682
MEM 171.945312 1741785181.5293
MEM 190.945312 1741785181.6902
MEM 206.945312 1741785181.8485
MEM 219.945312 1741785182.0063
MEM 240.945312 1741785182.1657
MEM 251.945312 1741785182.3244
MEM 267.945312 1741785182.4835
MEM 274.945312 1741785182.6420
MEM 300.945312 1741785182.7999
MEM 321.945312 1741785182.9581
MEM 341.945312 1741785183.1167
MEM 509.062500 1741785183.2780
MEM 766.062500 1741785183.4410
MEM 419.921875 1741785183.7058
MEM 407.437500 1741785183.9375
MEM 302.039062 1741785184.0885
